chebi,ecto,phenotype,receptor,exposure,source,concentration,frequency,duration
http://purl.obolibrary.org/obo/CHEBI_3390,http://purl.obolibrary.org/obo/ECTO_0001647,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_113,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_3390,http://purl.obolibrary.org/obo/ECTO_0001647,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_114,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_115,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_116,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_117,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0012799,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_118,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_119,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0004969,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_120,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0010821,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_121,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_122,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0003211,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_123,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_124,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_125,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_126,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_127,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/ZP_0010821,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_128,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_129,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_130,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_131,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0000043,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_132,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_133,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0012799,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_134,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_135,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0010821,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_136,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_137,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0000398,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_138,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33216,http://purl.obolibrary.org/obo/ECTO_0000414,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_139,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33216,http://purl.obolibrary.org/obo/ECTO_0000414,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_140,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33216,http://purl.obolibrary.org/obo/ECTO_0000414,http://purl.obolibrary.org/obo/ZP_0000043,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_141,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33216,http://purl.obolibrary.org/obo/ECTO_0000414,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_142,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33216,http://purl.obolibrary.org/obo/ECTO_0000414,http://purl.obolibrary.org/obo/ZP_0004969,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_143,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33216,http://purl.obolibrary.org/obo/ECTO_0000414,http://purl.obolibrary.org/obo/ZP_0010821,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_144,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_33216,http://purl.obolibrary.org/obo/ECTO_0000414,http://purl.obolibrary.org/obo/ZP_0003211,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_145,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_146,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_147,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0000043,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_148,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_149,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_150,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0004969,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_151,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0010821,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_152,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_153,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0003211,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_154,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0000398,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_155,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_156,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_157,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0000043,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_158,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_159,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0012799,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_160,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0012799,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_161,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_162,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0010821,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_163,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_164,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28851,http://purl.obolibrary.org/obo/ECTO_0001197,http://purl.obolibrary.org/obo/ZP_0000011,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_165,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28266,http://purl.obolibrary.org/obo/ECTO_0001532,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_166,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28266,http://purl.obolibrary.org/obo/ECTO_0001532,http://purl.obolibrary.org/obo/ZP_0000043,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_167,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28266,http://purl.obolibrary.org/obo/ECTO_0001532,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_168,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28266,http://purl.obolibrary.org/obo/ECTO_0001532,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_169,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28266,http://purl.obolibrary.org/obo/ECTO_0001532,http://purl.obolibrary.org/obo/ZP_0010821,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_170,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_28266,http://purl.obolibrary.org/obo/ECTO_0001532,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_171,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_172,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0002314,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_173,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0000043,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_174,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0005892,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_175,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0012799,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_176,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0002347,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_177,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0000624,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_178,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0002198,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_179,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0003211,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_180,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0000398,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_181,Biobide,AC50,acute,4d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_182,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_183,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_184,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_35033,http://purl.obolibrary.org/obo/ECTO_0002271,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_185,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_186,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_187,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_188,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28119,http://purl.obolibrary.org/obo/ECTO_0000456,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_189,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_190,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_191,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_49575,http://purl.obolibrary.org/obo/ECTO_0001346,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_192,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_16130,http://purl.obolibrary.org/obo/ECTO_0000970,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_193,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34911,http://purl.obolibrary.org/obo/ECTO_0001854,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_194,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81584,http://purl.obolibrary.org/obo/ECTO_0001547,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_195,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_196,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_197,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_83279,http://purl.obolibrary.org/obo/ECTO_0001464,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_198,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_199,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_200,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_201,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_41922,http://purl.obolibrary.org/obo/ECTO_0002005,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_202,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_203,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_204,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_205,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_206,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_5693,http://purl.obolibrary.org/obo/ECTO_0001768,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_207,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_208,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_34785,http://purl.obolibrary.org/obo/ECTO_0001258,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_209,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_210,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_211,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_212,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_33217,http://purl.obolibrary.org/obo/ECTO_0001901,http://purl.obolibrary.org/obo/ZP_0010405,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_213,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_214,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0000305,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_215,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0001609,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_216,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_28201,http://purl.obolibrary.org/obo/ECTO_0000468,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_217,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/UBERON_0000071,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_218,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_219,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0001241,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_220,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_4659,http://purl.obolibrary.org/obo/ECTO_0002139,http://purl.obolibrary.org/obo/ZP_0000627,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_221,Lein,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0000102,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_222,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0005012,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_223,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0008271,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_224,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0014550,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_225,Tanguay,AC50,acute,5d
http://purl.obolibrary.org/obo/CHEBI_81781,http://purl.obolibrary.org/obo/ECTO_0001431,http://purl.obolibrary.org/obo/ZP_0009598,http://purl.obolibrary.org/obo/NCBITaxon_7955,EXP_226,Tanguay,AC50,acute,5d
